data-fid-start,data-fid-end,data-fid-today,data-fid-deviceid,data-fid-img,data-fid-imgtype,data-fid-imgtype_other,data-fid-obs,data-fid-gps,data-fid-gps-altitude,data-fid-gps-accuracy,data-meta-instanceID
22/09/20 14:01,22/09/20 14:01,22/09/20,355329114698347,https://drive.google.com/open?id=15Kb37aoP8f9ZpHS08oudd_LpkDkTIxoL,coccid, , ,"-3.3576150000000005,37.128771666666665",943.7,5,uuid:025e605d-d9b4-4a7d-8472-a2c79a2c211f
22/09/20 14:01,22/09/20 14:02,22/09/20,355329114698347,https://drive.google.com/open?id=1Gv6CI2bUh22Gb2KvjDmj4MdZz3T4Eo3J,coccid, , ,"-3.3576166666666665,37.12882333333334",943.6,5,uuid:632c1b2e-7ec8-48c6-8fd3-0460557a57f7
22/09/20 14:02,22/09/20 14:03,22/09/20,355329114698347,https://drive.google.com/open?id=1EbNGYMNklnin0xG3lcQQVsWeyC-Nj4cw,coccid, , ,"-3.3575749999999998,37.12880166666666",935.7,4.9,uuid:4dd8d7e2-8bf5-4e48-a63d-d2a76d77a7a5
22/09/20 14:03,22/09/20 14:04,22/09/20,355329114698347,https://drive.google.com/open?id=1Ipy_NvF2BA_-9vtFiPNPDpejznLu4Wg2,coccid, , ,"-3.357531666666667,37.128773333333335",934,4.9,uuid:be9782ca-1716-4feb-bade-6364e42e30fd
22/09/20 14:04,22/09/20 14:04,22/09/20,355329114698347,https://drive.google.com/open?id=1y-TbaSl4uV4rk1PvNE6OnNfuCdPLnOLP,coccid, , ,"-3.3575266666666663,37.12881",934.4,5,uuid:b7ec162f-605b-423e-b9ab-3cfb265d166a
22/09/20 14:04,22/09/20 14:05,22/09/20,355329114698347,https://drive.google.com/open?id=1tvv4aeXpbk-UzTho495uJuPSaujbaWAo,coccid, , ,"-3.3574150000000005,37.12882833333333",944.1,5,uuid:5f2b9a65-4226-41e7-99a0-edd9c13c3ac8
22/09/20 14:06,22/09/20 14:07,22/09/20,355329114698347,https://drive.google.com/open?id=1Wpzdx1ewcIOcp8ubopQ2ChExY91FUGQ2,coccid, , ,"-3.3575583333333334,37.12887166666667",921.4,5,uuid:4e68b8e3-83d4-4c9d-b3c5-3c0ad26a53b1
22/09/20 14:07,22/09/20 14:07,22/09/20,355329114698347,https://drive.google.com/open?id=1ajAnT9hLc3XZ936DlMyh0_D5Pxh8HsPC,coccid, , ,"-3.357618333333334,37.12890166666667",933.8,5,uuid:8eb31694-7d42-4d68-b11d-c0aaa4df023c
22/09/20 14:07,22/09/20 14:08,22/09/20,355329114698347,https://drive.google.com/open?id=17qSyBlMNWmwNPKaFXWwUY6I_5fbH3kWj,coccid, , ,"-3.3575749999999998,37.12889833333334",933.3,4.9,uuid:0db17c2c-fa40-4942-972e-48fa0a00a95e
22/09/20 14:09,22/09/20 14:09,22/09/20,355329114698347,https://drive.google.com/open?id=1SojbiWNX1gdbXHwj7rUY9P1sEztKkE-Q,coccid, , ,"-3.3576300000000003,37.12887333333333",933.7,5,uuid:afa92ce2-cb48-4f30-accc-e75e2ce94353
22/09/20 14:09,22/09/20 14:09,22/09/20,355329114698347,https://drive.google.com/open?id=1HiG5Tlk8-5WcL5tY6k4w5S38QY1yFLfr,coccid, , ,"-3.3576883333333334,37.128885",933,4.9,uuid:c3f0e9f3-2363-4086-886d-1a51605b46d8
22/09/20 14:10,22/09/20 14:10,22/09/20,355329114698347,https://drive.google.com/open?id=1_Q37R3-FASEEbZPP21oyyGJtzayQY4H_,coccid, , ,"-3.3576666666666664,37.128835",933,4.9,uuid:64c41e07-69eb-48ed-878a-78875ee5f1dc
22/09/20 14:10,22/09/20 14:11,22/09/20,355329114698347,https://drive.google.com/open?id=1bh6NeF8BoNhGKpp9Nyt1rdvbQjSqZlkT,coccid, , ,"-3.3576883333333334,37.128951666666666",933,4.8,uuid:da867c62-16d9-4d72-815d-ac9d621c8ba9
22/09/20 14:11,22/09/20 14:11,22/09/20,355329114698347,https://drive.google.com/open?id=1jaKWQJrSczqMsWgkxE2omr2rv8LpN6vR,coccid, , ,"-3.3576483333333336,37.128926666666665",934.5,5,uuid:805e6ca9-a495-4cd5-8a3a-7c4083094038
22/09/20 14:11,22/09/20 14:12,22/09/20,355329114698347,https://drive.google.com/open?id=1r_GEkuO5w8-x0vGJPXMvvZlv94IF7mvm,coccid, , ,"-3.357626666666667,37.12894333333334",934.6,4.9,uuid:6b3e50c4-4973-430c-a0ce-af3f53196563
22/09/20 14:12,22/09/20 14:12,22/09/20,355329114698347,https://drive.google.com/open?id=1HNX0ZEcxzVTjqxh0StpeIjIv4C61HQc_,coccid, , ,"-3.3576616666666665,37.12891166666667",933.4,5,uuid:90d2ec52-cad9-4f15-a7b8-4385d50a9b90
22/09/20 14:12,22/09/20 14:13,22/09/20,355329114698347,https://drive.google.com/open?id=1t4VR9i5CQdYL5Hxj3lcr_AI0MpCCWsGA,coccid, , ,"-3.3576483333333336,37.12884333333333",936.4,4.8,uuid:96afca3f-4be0-4391-9b94-905066b75800
22/09/20 14:13,22/09/20 14:13,22/09/20,355329114698347,https://drive.google.com/open?id=1Q15F1uk-qNsdlpnBKIuXZhXMrvmE7hXE,coccid, , ,"-3.357656666666667,37.12885666666667",936.3,5,uuid:1457d724-8649-457b-ab8d-36b1d48064ce
22/09/20 14:13,22/09/20 14:14,22/09/20,355329114698347,https://drive.google.com/open?id=16BzAhGysOCtTULyFxlxe_1RfJl16QeB7,coccid, , ,"-3.357553333333333,37.12893",922.7,4.8,uuid:a3b4ee3f-cc9d-44ec-9825-06e33655f6d5
22/09/20 14:14,22/09/20 14:14,22/09/20,355329114698347,https://drive.google.com/open?id=1IUVtofDEWqUCCXhsH0DtRxipwedbvVUe,coccid, , ,"-3.35765,37.12885666666667",922.8,5,uuid:7465d250-ca2b-4b3f-950a-534ce32dc79d
22/09/20 14:14,22/09/20 14:15,22/09/20,355329114698347,https://drive.google.com/open?id=1VWDCU_tAaNqdbPoWC93gmYXaIboIOxif,coccid, , ,"-3.3576333333333337,37.12885166666667",922.9,4.9,uuid:c21ccbf5-4096-4497-b711-b57a2d91c99f
22/09/20 14:15,22/09/20 14:16,22/09/20,355329114698347,https://drive.google.com/open?id=1PNXi1toQd9nrE_HGsOmqQzYDH_GP2ORB,coccid, , ,"-3.3576249999999996,37.12886",923.9,5,uuid:45db7d4c-7a6d-433a-b739-c2e217b64d46
22/09/20 14:16,22/09/20 14:17,22/09/20,355329114698347,https://drive.google.com/open?id=1bScFE7KfJuA7ZtxIIwIwdx6tOenCn_9V,coccid, , ,"-3.357595,37.128885",925.1,5,uuid:3fbcdb84-7386-497d-a3ec-7d2870af363b
22/09/20 14:17,22/09/20 14:18,22/09/20,355329114698347,https://drive.google.com/open?id=1wRMUNZuuvb1EdEXfwu9tK1dsjXPemHJl,coccid, , ,"-3.357611666666667,37.12891666666667",928.3,5,uuid:89a0dacf-3160-4607-829d-47112b0afe80
22/09/20 14:18,22/09/20 14:18,22/09/20,355329114698347,https://drive.google.com/open?id=1UcZdupi2MFEe6pkUGVbhxJXsoPkA-2eb,coccid, , ,"-3.357673333333333,37.12882333333334",920.8,5,uuid:2d9c9754-e765-404c-809b-389782eeea74
22/09/20 14:18,22/09/20 14:19,22/09/20,355329114698347,https://drive.google.com/open?id=1_MWzscCwCstafOIN46HHwwtDY4AGa6ZN,coccid, , ,"-3.3577250000000003,37.12879",922,5,uuid:f470459c-c850-4f2f-a713-18e5ef921660
22/09/20 14:19,22/09/20 14:19,22/09/20,355329114698347,https://drive.google.com/open?id=1yjVc0ZR2xLR6TkjfFYl70kAY72ad0PxG,coccid, , ,"-3.3577416666666666,37.12881166666667",923.5,4.9,uuid:4eba9ec8-85bf-4348-ae60-7bbe90e6216c
22/09/20 14:19,22/09/20 14:20,22/09/20,355329114698347,https://drive.google.com/open?id=14WOG0GRHKs-0zfVyjOGwDS_j2DdDh1Wh,coccid, , ,"-3.357716666666667,37.128845",922.1,4.8,uuid:7f01f13c-69af-44e7-b34c-8b787caabc78
22/09/20 14:20,22/09/20 14:21,22/09/20,355329114698347,https://drive.google.com/open?id=19ygeBBAnbOsMjAX269aAcJhRU0fdAY_F,coccid, , ,"-3.3576516666666665,37.12887333333333",941.3,4.9,uuid:184056ce-af3c-400f-9313-474fef3c5fd6
22/09/20 14:22,22/09/20 14:22,22/09/20,355329114698347,https://drive.google.com/open?id=1MLwYHT3rWBTOQax7tBihRD0UlRqibQy4,coccid, , ,"-3.357613333333333,37.12887",941.2,5,uuid:ef31ca82-1403-4e40-98c2-1c0643c24432
22/09/20 14:22,22/09/20 14:23,22/09/20,355329114698347,https://drive.google.com/open?id=1-XmbmjOq5R0V93gU8brMvq1vbHrkd7fy,coccid, , ,"-3.3576466666666667,37.128836666666665",956.2,4.8,uuid:029c58f4-f556-421f-b6c7-ffa32fec18de
22/09/20 14:23,22/09/20 14:24,22/09/20,355329114698347,https://drive.google.com/open?id=1V85gSPqGRDvkwNvuHYoOeCiHLNbIjY_j,coccid, , ,"-3.3576766666666664,37.12885333333334",947,4.9,uuid:0edeb667-5530-4082-abfd-cd9634da2bbe
22/09/20 14:24,22/09/20 14:24,22/09/20,355329114698347,https://drive.google.com/open?id=168mRKYjZGhy8-Gsn5EJl0FtOe2wYEfRJ,coccid, , ,"-3.3577066666666666,37.128841666666666",949.9,5,uuid:26219b95-361c-4355-bdbb-d4629415d9d7
22/09/20 14:24,22/09/20 14:25,22/09/20,355329114698347,https://drive.google.com/open?id=1Q3WYP5sX1IdiiYgvyHNpMmBZq6rQ8u1b,coccid, , ,"-3.3576150000000005,37.128863333333335",949.5,5,uuid:98ede254-85ca-4e65-a47c-7b0f8583ee59
22/09/20 14:25,22/09/20 14:25,22/09/20,355329114698347,https://drive.google.com/open?id=1uiHkLmDGDnjzuHqLZ-BXbPnU7zn6SHfr,coccid, , ,"-3.3576750000000004,37.128861666666666",932.8,4.9,uuid:eb2b1e2b-3745-4fdb-b894-032657f0559d
22/09/20 14:26,22/09/20 14:26,22/09/20,355329114698347,https://drive.google.com/open?id=1PvyKyBAmqGyToV1X4UK7ebKhwOxDOyeK,coccid, , ,"-3.357628333333333,37.12891",933.3,4.8,uuid:29660447-11d0-4922-a988-acc5d69ddf67
22/09/20 14:26,22/09/20 14:27,22/09/20,355329114698347,https://drive.google.com/open?id=1DVSHmz5D_n0e-KNJu1ZCSVrEQpGZLEQx,coccid, , ,"-3.35771,37.12887666666666",933,5,uuid:64d80326-d5c6-44a7-82cf-bf920b8f18e0
22/09/20 14:27,22/09/20 14:27,22/09/20,355329114698347,https://drive.google.com/open?id=1JtSr-vuYhqHlUeBxuDy_UT5fQRD-y6ti,coccid, , ,"-3.35776,37.12885166666667",932.9,4.9,uuid:02980438-2238-422e-a752-fd579b907381
22/09/20 14:27,22/09/20 14:28,22/09/20,355329114698347,https://drive.google.com/open?id=19Zgvtl8Hb3ypRKEPrKi12IyM0IDM--bi,coccid, , ,"-3.357761666666667,37.12881166666667",934.4,5,uuid:910d7bab-ae5a-49d9-b3d9-2a1924ec31b1
22/09/20 14:28,22/09/20 14:28,22/09/20,355329114698347,https://drive.google.com/open?id=1g-jLvIrRUvSQVu_49JTSRjUs6FUz6chK,coccid, , ,"-3.357758333333334,37.128818333333335",933.2,5,uuid:071aa969-1d99-406b-97ee-ba9d7cb810c6
22/09/20 14:29,22/09/20 14:29,22/09/20,355329114698347,https://drive.google.com/open?id=1je39GQe6BjAQHNaLVD2TCMGkgnEts1e5,coccid, , ,"-3.3576916666666667,37.128838333333334",932.9,4.9,uuid:a6552100-aa67-42d0-92a7-dbc4c99efb11
22/09/20 14:29,22/09/20 14:30,22/09/20,355329114698347,https://drive.google.com/open?id=1biQmuRf3smBrs2RuBluuCDpB4VCog_n5,coccid, , ,"-3.3576883333333334,37.12882666666667",933,5,uuid:45715c59-8195-4190-9d36-e97bc7c629f2
22/09/20 14:30,22/09/20 14:30,22/09/20,355329114698347,https://drive.google.com/open?id=1gY2rwpZcES-mxdPdRvzNWEqoX7RCNswa,coccid, , ,"-3.357695,37.128838333333334",931.5,4.9,uuid:bfb9d167-2d45-437d-aacf-5646c58f5a36
22/09/20 14:30,22/09/20 14:31,22/09/20,355329114698347,https://drive.google.com/open?id=1sIuylhDuhxXIZiXMtFxGq7j4ELg0dESi,coccid, , ,"-3.357731666666667,37.12883166666666",929.2,5,uuid:09448812-cb0e-4fa3-8215-e5d470957783
22/09/20 14:31,22/09/20 14:31,22/09/20,355329114698347,https://drive.google.com/open?id=1E0kpmDqgRHLoEinDRAOKURvL0WMc7tVO,coccid, , ,"-3.3576900000000003,37.12875666666666",938,5,uuid:87ddde7e-954c-4290-a139-9f54e374665b
22/09/20 14:32,22/09/20 14:33,22/09/20,355329114698347,https://drive.google.com/open?id=1_RfSisZT_DyEYgd-seqcHaU7Tjtlmcph,coccid, , ,"-3.3576533333333334,37.12878",938.3,5,uuid:0b78f688-1a51-487b-bb9a-c11c804982a7
22/09/20 14:33,22/09/20 14:33,22/09/20,355329114698347,https://drive.google.com/open?id=1UpA0W6hlzt6G54cSsywiBtxs5-VPdJCn,coccid, , ,"-3.3576966666666666,37.128815",939.1,4.9,uuid:b185ee89-a989-408f-8ae9-1fa06971c228
22/09/20 14:33,22/09/20 14:34,22/09/20,355329114698347,https://drive.google.com/open?id=1FkagxHI6fd_I0GdlCEhlvq__0sF_bdvz,coccid, , ,"-3.3576966666666666,37.12879",938.9,5,uuid:4b811eab-c4ec-477f-86e8-68dcd58a40f6
22/09/20 14:34,22/09/20 14:34,22/09/20,355329114698347,https://drive.google.com/open?id=1uuCKz-NrfSkhRKPnBplCfYiqEJYLDOq3,coccid, , ,"-3.357685,37.12882166666667",938.5,4.9,uuid:9873a5fb-3d82-4d8c-9989-d5d9a553b9e6
22/09/20 14:34,22/09/20 14:35,22/09/20,355329114698347,https://drive.google.com/open?id=10XeyWVEPrVo8fCpnEp-n0z7RKDaQi9S_,coccid, , ,"-3.3576750000000004,37.128906666666666",930.8,5,uuid:4a832c6a-875a-4975-b38c-c7ed7fc1ece8
22/09/20 14:35,22/09/20 14:35,22/09/20,355329114698347,https://drive.google.com/open?id=1rs0601_m8FY2Q8ith2fOLd6P3X9YUIlf,coccid, , ,"-3.357673333333333,37.128885",931.2,5,uuid:22a9b4bd-315e-4639-a051-f504121d0743
22/09/20 14:35,22/09/20 14:36,22/09/20,355329114698347,https://drive.google.com/open?id=1X-Nwit01hD5ufqeUcvu52hIXaDPHMjyd,coccid, , ,"-3.3577066666666666,37.12887666666666",932.9,5,uuid:0f970974-db30-4356-aacb-e0a910363edb
22/09/20 14:36,22/09/20 14:37,22/09/20,355329114698347,https://drive.google.com/open?id=1eKFOn4y1b_rfQEv-kyq-Jj-Wj50sQd-j,coccid, , ,"-3.3576683333333337,37.12885666666667",933.1,4.9,uuid:ce7a0aa0-ab35-484a-b785-9b567f95b45a
22/09/20 14:37,22/09/20 14:37,22/09/20,355329114698347,https://drive.google.com/open?id=1OXz3dBfthrWi79cuW5YR57wJYZ-SoFE8,coccid, , ,"-3.3576533333333334,37.12884666666666",933.5,5,uuid:beb754eb-97f4-4db0-90e5-c5fadcda06c7
22/09/20 14:37,22/09/20 14:38,22/09/20,355329114698347,https://drive.google.com/open?id=1wlt9hKpjD6jGz1excrPfo6KbXYOgVuRr,coccid, , ,"-3.3577,37.128861666666666",934.6,5,uuid:c1d9d341-837f-4594-a94a-8d43b8dc1b30
22/09/20 14:38,22/09/20 14:39,22/09/20,355329114698347,https://drive.google.com/open?id=18sffs3It2KZ_YesENXO-SgKlJiykHvfO,coccid, , ,"-3.3576966666666666,37.128905",934.3,5,uuid:ea4d0fd2-e826-4468-8a96-4daa52bf9d5d
22/09/20 14:39,22/09/20 14:39,22/09/20,355329114698347,https://drive.google.com/open?id=1XU6vNMcISAsTtWQbqvwYMuyXPJ1JRPGC,coccid, , ,"-3.3576750000000004,37.128855",936.9,4.8,uuid:9182e546-6646-4549-9624-8e62944da16c
22/09/20 14:39,22/09/20 14:40,22/09/20,355329114698347,https://drive.google.com/open?id=1bzrbwIgtVb-VevK1LjSb7gD2VpqMFSKp,coccid, , ,"-3.357695,37.12886833333334",939.7,4.9,uuid:368c8b48-3d3e-47f7-bec2-3e49cb359b5d
22/09/20 14:40,22/09/20 14:40,22/09/20,355329114698347,https://drive.google.com/open?id=1E3H0YOdqXai0mt57-RgCLG-gS5p024SI,coccid, , ,"-3.3576983333333335,37.12884333333333",927.8,5,uuid:40f41e3d-e903-4c93-8396-4c9d06d71a2d
22/09/20 14:41,22/09/20 14:41,22/09/20,355329114698347,https://drive.google.com/open?id=1InnQ05IAoJJy_QkFmM-bYNq9BiV8LVJr,coccid, , ,"-3.357738333333333,37.128905",938,5,uuid:5d08104d-d693-4700-91b8-116bd8e06860
22/09/20 14:41,22/09/20 14:42,22/09/20,355329114698347,https://drive.google.com/open?id=1DkC0wahpoy7GP20K2h-2OYzZeRY-3u1Z,coccid, , ,"-3.3577133333333338,37.12885166666667",939.5,4.9,uuid:efa1e140-bc28-4d5e-8728-65cf628020c6
22/09/20 14:42,22/09/20 14:42,22/09/20,355329114698347,https://drive.google.com/open?id=10ua7biyzoL3h2gaHU-P1p9BwmcqnRxOB,coccid, , ,"-3.3577266666666663,37.12886666666667",938.5,5,uuid:a579ac07-dd45-42a4-ac06-48ad3f049557
22/09/20 14:42,22/09/20 14:43,22/09/20,355329114698347,https://drive.google.com/open?id=16t5QO1bk4p7858uNEhy_GRC4-k_Ecuqd,coccid, , ,"-3.357695,37.12887833333333",936,5,uuid:7d17a70d-a8a2-4565-986e-1a9aeebf3e16
22/09/20 14:43,22/09/20 14:43,22/09/20,355329114698347,https://drive.google.com/open?id=1CHpXestcLB91H-VXeUzd5LFgO2HjiT4q,coccid, , ,"-3.3577116666666664,37.128815",929.8,4.9,uuid:2a45b3f0-3da8-4e23-9737-8d7bcbf2f4e7
22/09/20 14:43,22/09/20 14:44,22/09/20,355329114698347,https://drive.google.com/open?id=1UUI5Xn2OSuMwfmrui-sAVJobBQSt_TBk,coccid, , ,"-3.3576833333333336,37.128816666666665",930.6,5,uuid:8e2e72ec-c61e-4caf-bd8c-b3cf8c31d218
22/09/20 14:44,22/09/20 14:44,22/09/20,355329114698347,https://drive.google.com/open?id=14R65mMYNjp6jgAA8qig0xFFHCl7_n8LQ,coccid, , ,"-3.3576900000000003,37.12882166666667",931.6,5,uuid:ca878629-0f3c-4eef-96b6-09234bc7982e
22/09/20 14:44,22/09/20 14:45,22/09/20,355329114698347,https://drive.google.com/open?id=1bogKA4ELkGZam6pgPya--mjftnOxLxzn,coccid, , ,"-3.357715,37.12885333333334",933,5,uuid:562cf96d-2bf6-4076-af89-fc9f2481ad04
22/09/20 14:45,22/09/20 14:46,22/09/20,355329114698347,https://drive.google.com/open?id=1_UQOUBbH5g7Nt9w0sRNLiElkV-JLUuxK,coccid, , ,"-3.3576600000000005,37.128795",933.9,4.8,uuid:18f181c2-9dba-4d58-91d3-881974a76d71
22/09/20 14:46,22/09/20 14:47,22/09/20,355329114698347,https://drive.google.com/open?id=1SMIJhElhTBfvAOvH3lgXa2O0lhHNvxh4,coccid, , ,"-3.357656666666667,37.12880666666667",933.9,5,uuid:5aac2ea1-22a5-4599-8d6d-e5b2acce42b8
22/09/20 14:47,22/09/20 14:48,22/09/20,355329114698347,https://drive.google.com/open?id=1wFMOoqsW0KC7m8u97sqyHXwPJ3L3UWjk,coccid, , ,"-3.3576483333333336,37.128791666666665",934.2,5,uuid:a655cb1e-e990-4d46-868d-f0c08f365e0d
22/09/20 14:48,22/09/20 14:48,22/09/20,355329114698347,https://drive.google.com/open?id=10iJAsEqaOhV9CO_PGq-BUbiHN500AIbo,coccid, , ,"-3.357665,37.128791666666665",934.4,4.9,uuid:57ea8634-f058-42e8-b2b2-ae12f8b5d4e7
22/09/20 14:48,22/09/20 14:49,22/09/20,355329114698347,https://drive.google.com/open?id=19gkwBqkY1nTcmOPRKnd4i4LyLTlPAV8R,coccid, , ,"-3.357708333333333,37.12882333333334",932.2,4.9,uuid:941a9230-b8e8-4b71-918f-f84004ea4cdf
22/09/20 14:49,22/09/20 14:50,22/09/20,355329114698347,https://drive.google.com/open?id=1vUQv_9X97ovXOOc8l6O36BnHiInT2zgs,coccid, , ,"-3.3575716666666664,37.128755",929.4,5,uuid:8b72e115-3020-4602-8563-42e3c03782f6
22/09/20 14:50,22/09/20 14:50,22/09/20,355329114698347,https://drive.google.com/open?id=1a2BFWlDf3J0uExkBWeoek0kq9ABmOEG_,coccid, , ,"-3.357685,37.12876833333333",929.4,4.9,uuid:0e3ca758-8f20-486f-a69c-cd39e84d6936
22/09/20 14:50,22/09/20 14:51,22/09/20,355329114698347,https://drive.google.com/open?id=1qJkz_6B3xCXzdNk0vKGSWX0ECDu4KBlf,coccid, , ,"-3.357678333333333,37.12877",929.8,4.9,uuid:fceb562a-cafc-43ac-81b1-67f8d6481388
22/09/20 14:51,22/09/20 14:51,22/09/20,355329114698347,https://drive.google.com/open?id=18OPFYI34WUCqJTkwe7FD2qIuqWheDpK-,coccid, , ,"-3.357678333333333,37.12876833333333",930,4.9,uuid:ae25671c-ae53-4dac-a1b3-744bb40c8fc9
22/09/20 14:51,22/09/20 14:52,22/09/20,355329114698347,https://drive.google.com/open?id=1v2iLMX7il1K4MJEk6eh7cn4FH9X3qP47,coccid, , ,"-3.357671666666667,37.128746666666665",932.3,5,uuid:a232b694-a8fd-4b20-9ce2-4a54b7e1a7b5
22/09/20 14:52,22/09/20 14:52,22/09/20,355329114698347,https://drive.google.com/open?id=1bei5aX0jkuq0ky4t306uly5N2bwRRyi7,coccid, , ,"-3.357685,37.12875333333333",932,4.7,uuid:57739d34-c00a-47f7-94b5-a49921983db4
22/09/20 14:53,22/09/20 14:54,22/09/20,355329114698347,https://drive.google.com/open?id=1rDhCej6DVg4o6n4FuvYjpVrnNX6_SX3K,coccid, , ,"-3.357776666666667,37.128785",919,4.9,uuid:a7308901-b16e-4fe3-888d-8a7ee1d145ee
22/09/20 14:54,22/09/20 14:55,22/09/20,355329114698347,https://drive.google.com/open?id=13Os7QHAGv_mgBRCqetiVL5xwf8PDuGnB,coccid, , ,"-3.357655,37.128771666666665",924.4,4.9,uuid:cd666545-b2ec-4adb-8211-9a6bfcea7c02
22/09/20 14:55,22/09/20 14:55,22/09/20,355329114698347,https://drive.google.com/open?id=19Zgs9TIPrXtoE4UL-QtLAEmVRlg3825y,coccid, , ,"-3.3576016666666666,37.128765",925.8,5,uuid:3225d55c-6595-4728-9c2d-92474c9b45f1
